DatasetName,GroupName,DatasetAttributes,DatasetValue,Shape,Datatype
/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings/exposureTime,/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings,,2500.0,"(1,)",float64
/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings/gain,/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings,,136,"(1,)",int64
/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings/triggerMode,/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings,,On,"(1,)",|S2
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/height,/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage,,960,"(1,)",int32
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/pixelSize,/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage,,1.0,"(1,)",float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/width,/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage,,1280,"(1,)",int32
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/delayTime,/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings,,4500.0,"(1,)",float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/exposureTime,/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings,,100.0,"(1,)",float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/gain,/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings,,300,"(1,)",int64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/triggerMode,/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings,,On,"(1,)",|S2
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/height,/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage,,1200,"(1,)",int32
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/pixelSize,/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage,,0.0275,"(1,)",float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/width,/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage,,1920,"(1,)",int32
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings/delayTime,/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings,,650.0,"(1,)",float64
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings/exposureTime,/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings,,40.0,"(1,)",float64
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings/gain,/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings,,0,"(1,)",int64
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings/triggerMode,/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings,,On,"(1,)",|S2
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/height,/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,,1200,"(1,)",int32
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/pixelSize,/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,,0.00586,"(1,)",float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/width,/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage,,1920,"(1,)",int32
/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings/delayTime,/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings,,650.0,"(1,)",float64
/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings/exposureTime,/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings,,40.0,"(1,)",float64
/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings/gain,/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings,,0,"(1,)",int64
/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings/triggerMode,/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings,,On,"(1,)",|S2
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/height,/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage,,1200,"(1,)",int32
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/pixelSize,/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage,,5.0,"(1,)",float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/width,/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage,,1600,"(1,)",int32
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings/delayTime,/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings,,4000.0,"(1,)",float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings/exposureTime,/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings,,1200.0,"(1,)",float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings/gain,/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings,,0,"(1,)",int64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings/triggerMode,/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/PublishedSettings,,On,"(1,)",|S2
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/height,/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,,1200,"(1,)",int32
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/pixelSize,/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,,0.00586,"(1,)",float64
/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage/width,/AwakeEventData/BOVWA.04TT41.CAM4/ExtractionImage,,1920,"(1,)",int32
/AwakeEventData/BOVWA.04TT41.CAM4/PublishedSettings/delayTime,/AwakeEventData/BOVWA.04TT41.CAM4/PublishedSettings,,650.0,"(1,)",float64
/AwakeEventData/BOVWA.04TT41.CAM4/PublishedSettings/exposureTime,/AwakeEventData/BOVWA.04TT41.CAM4/PublishedSettings,,2000.0,"(1,)",float64
/AwakeEventData/BOVWA.04TT41.CAM4/PublishedSettings/gain,/AwakeEventData/BOVWA.04TT41.CAM4/PublishedSettings,,0,"(1,)",int64
/AwakeEventData/BOVWA.04TT41.CAM4/PublishedSettings/triggerMode,/AwakeEventData/BOVWA.04TT41.CAM4/PublishedSettings,,On,"(1,)",|S2
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/height,/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,,1200,"(1,)",int32
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/pixelSize,/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,,0.0059,"(1,)",float64
/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage/width,/AwakeEventData/BOVWA.05TT41.CAM5/ExtractionImage,,1920,"(1,)",int32
/AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings/delayTime,/AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings,,650.0,"(1,)",float64
/AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings/exposureTime,/AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings,,40.0,"(1,)",float64
/AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings/gain,/AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings,,0,"(1,)",int64
/AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings/triggerMode,/AwakeEventData/BOVWA.05TT41.CAM5/PublishedSettings,,On,"(1,)",|S2
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/height,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,,1200,"(1,)",int32
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/pixelSize,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,,1.0,"(1,)",float64
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage/width,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,,1600,"(1,)",int32
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/delayTime,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings,,10000.0,"(1,)",float64
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/exposureTime,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings,,800.0,"(1,)",float64
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/gain,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings,,0,"(1,)",int64
/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings/triggerMode,/AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings,,On,"(1,)",|S2
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/height,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,,1200,"(1,)",int32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/pixelSize,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,,0.069,"(1,)",float64
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage/width,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,,1600,"(1,)",int32
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/delayTime,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings,,10000.0,"(1,)",float64
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/exposureTime,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings,,2000.0,"(1,)",float64
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/gain,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings,,0,"(1,)",int64
/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings/triggerMode,/AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings,,On,"(1,)",|S2
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/height,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,,960,"(1,)",int32
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/pixelSize,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,,0.0268,"(1,)",float64
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage/width,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,,1280,"(1,)",int32
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/delayTime,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings,,500.0,"(1,)",float64
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/exposureTime,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings,,400.0,"(1,)",float64
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/gain,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings,,300,"(1,)",int64
/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings/triggerMode,/AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings,,On,"(1,)",|S2
/AwakeEventData/BPM.AWAKE.TT41/Acquisition/dynDestination,/AwakeEventData/BPM.AWAKE.TT41/Acquisition,,AWAKE,"(1,)",|S5
/AwakeEventData/BPM.AWAKE.TT41/Acquisition/nbOfBpms,/AwakeEventData/BPM.AWAKE.TT41/Acquisition,,21,"(1,)",int16
/AwakeEventData/EMETER02/Acq/value_units,/AwakeEventData/EMETER02/Acq,,74,"(1,)",|S1
/AwakeEventData/EMETER03/Acq/value,/AwakeEventData/EMETER03/Acq,,0.0,"(1,)",float32
/AwakeEventData/EMETER03/Acq/value_units,/AwakeEventData/EMETER03/Acq,,74,"(1,)",|S1
/AwakeEventData/EMETER04/Acq/value_units,/AwakeEventData/EMETER04/Acq,,74,"(1,)",|S1
/AwakeEventData/EMETER05/Acq/value_units,/AwakeEventData/EMETER05/Acq,,74,"(1,)",|S1
/AwakeEventData/FWHEEL01/Acq/backWheelPositionDescription,/AwakeEventData/FWHEEL01/Acq,,1.5 OD,"(1,)",|S6
/AwakeEventData/FWHEEL01/Acq/frontWheelPositionDescription,/AwakeEventData/FWHEEL01/Acq,,1.5 OD,"(1,)",|S6
/AwakeEventData/FWHEEL01/Acq/status,/AwakeEventData/FWHEEL01/Acq,,1,"(1,)",int32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS/nbOfBpms,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,,14,"(1,)",int32
/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition/nbOfBpms,/AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,,14,"(1,)",int32
/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/mmPosition,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition,,30733.0,"(1,)",float64
/AwakeEventData/MPP-VACTRANS-CTR/Acquisition/position,/AwakeEventData/MPP-VACTRANS-CTR/Acquisition,,30733,"(1,)",int32
/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/mmPosition,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition,,30528.0,"(1,)",float64
/AwakeEventData/MPP-VACTRANS-OTR/Acquisition/position,/AwakeEventData/MPP-VACTRANS-OTR/Acquisition,,30528,"(1,)",int32
/AwakeEventData/Plunger.412401/StartCounterSt/value,/AwakeEventData/Plunger.412401/StartCounterSt,"{'exception': 'False', 'acqStamp': '1541506751114000000', 'comment': ""b'Plunger counter'""}",3134,"(1,)",int32
/AwakeEventData/Plunger.412401/State/value,/AwakeEventData/Plunger.412401/State,"{'exception': 'False', 'acqStamp': '1541506748984000000', 'comment': ""b'Plunger state'""}",3,"(1,)",int16
/AwakeEventData/Plunger.412422/StartCounterSt/value,/AwakeEventData/Plunger.412422/StartCounterSt,"{'exception': 'False', 'acqStamp': '1541506756121000000', 'comment': ""b'Plunger counter'""}",3165,"(1,)",int32
/AwakeEventData/Plunger.412422/State/value,/AwakeEventData/Plunger.412422/State,"{'exception': 'False', 'acqStamp': '1541506755975000000', 'comment': ""b'Plunger state'""}",3,"(1,)",int16
/AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType1,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,3.3,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType2,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,3.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar1,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,0.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar2,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,0.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar3,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,0.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/lParType,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,1.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-1/Acquisition/pinDiodeType,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet1Type,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet2Type,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/radmonStatus,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,0,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionNumber,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,2,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionType,/AwakeEventData/RADMON.AWAKE-1/Acquisition,,0,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType1,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,3.3,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType2,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,5.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar1,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,0.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar2,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,0.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar3,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,0.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/lParType,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,1.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-2/Acquisition/pinDiodeType,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet1Type,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet2Type,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/radmonStatus,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,0,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/revisionNumber,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,2,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-2/Acquisition/revisionType,/AwakeEventData/RADMON.AWAKE-2/Acquisition,,0,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType1,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,3.3,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType2,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,3.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar1,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,0.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar2,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,0.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar3,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,0.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/lParType,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,1.0,"(1,)",float64
/AwakeEventData/RADMON.AWAKE-3/Acquisition/pinDiodeType,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-3/Acquisition/radfet1Type,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-3/Acquisition/radfet2Type,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,1,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-3/Acquisition/radmonStatus,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,0,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-3/Acquisition/revisionNumber,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,2,"(1,)",int32
/AwakeEventData/RADMON.AWAKE-3/Acquisition/revisionType,/AwakeEventData/RADMON.AWAKE-3/Acquisition,,0,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/acqDesc,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,5,"(1,)",|S1
/AwakeEventData/SPS.BCTDC.41435/Acquisition/acqMsg,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,Data for device: SPS.BCTDC.41435,"(1,)",|S32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/acqState,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,1,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/cycleTime,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,5,"(1,)",|S1
/AwakeEventData/SPS.BCTDC.41435/Acquisition/dumpCycleTime,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,5637,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unit,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,4,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unitExponent,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,-3.0,"(1,)",float32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfAdcData,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,1120,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfMeas,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,940,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/samplingTime,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,5,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfCycleTime,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,3775,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/selectedRange,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,1,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/slowCycleTime,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,0,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/slowExtInt,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,0.0,"(1,)",float32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unit,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,7,"(1,)",int32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unitExponent,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,8.0,"(1,)",float32
/AwakeEventData/SPS.BCTDC.41435/Acquisition/vmodStatus,/AwakeEventData/SPS.BCTDC.41435/Acquisition,,-16385,"(1,)",int32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/acqDesc,/AwakeEventData/SPS.BCTDC.51895/Acquisition,,5,"(1,)",|S1
/AwakeEventData/SPS.BCTDC.51895/Acquisition/acqMsg,/AwakeEventData/SPS.BCTDC.51895/Acquisition,,Data for device: SPS.BCTDC.51895,"(1,)",|S32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/acqState,/AwakeEventData/SPS.BCTDC.51895/Acquisition,,1,"(1,)",int32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/cycleTime,/AwakeEventData/SPS.BCTDC.51895/Acquisition,,5,"(1,)",|S1
/AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpCycleTime,/AwakeEventData/SPS.BCTDC.51895/Acquisition,,5637,"(1,)",int32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unit,/AwakeEventData/SPS.BCTDC.51895/Acquisition,,4,"(1,)",int32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unitExponent,/AwakeEventData/SPS.BCTDC.51895/Acquisition,,-3.0,"(1,)",float32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfAdcData,/AwakeEventData/SPS.BCTDC.51895/Acquisition,,1120,"(1,)",int32
/AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfMeas,/AwakeEventData/SPS.BCTDC.51895/Acquisition,,940,"(1,)",int32
