DatasetName|GroupName|DatasetAttributes|DatasetValue|Shape|Datatype
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/beamIntensity|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||1.541962114281405e+18|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/beamSize|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||1.5419621144894395e+18|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/cogX|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||0.428368359375|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/cogY|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||0.41486458435058593|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/height|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||1080|(1,)|int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/horProjAmp|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||313.5083312988281|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/horProjAvg|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||93.2464036346646|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/horProjSigma|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||97.03387184034185|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/horProjection|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage|||(2048,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/imageRawData|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage|||(1080, 2048)|int16
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/imageTimeStamp|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||1541962114430907652|(1,)|int64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/intensityAvg|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||93.24640655517578|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/intensityHistogram|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage|||(1000,)|int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/intensityRMS|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||40446.125990828834|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/intensitySigma|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||429.9999084472656|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/pixelSize|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||1.0|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/verProjAmp|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||1123.7021484375|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/verProjAvg|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||93.24640344690394|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/verProjSigma|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||265.4414187414254|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/verProjection|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage|||(1080,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/width|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||2048|(1,)|int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings/delayTime|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings||750.0|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings/exposureTime|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings||10000.0|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings/gain|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings||36|(1,)|int64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings/triggerMode|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings||b'On'|(1,)|"|S2"
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/beamIntensity|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||1.5419621142837983e+18|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/beamSize|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||1.541962113447383e+18|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/cogX|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||0.00011816999999999997|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/cogY|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||-0.0030347437499999995|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/height|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||2048|(1,)|int32
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/horProjAmp|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||4.75537109375|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/horProjAvg|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||3.4017650462962963|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/horProjSigma|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||0.157121648561501|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/horProjection|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage|||(2592,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/imageRawData|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage|||(2048, 2592)|int16
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/imageTimeStamp|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||1541962114433296511|(1,)|int64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/intensityAvg|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||3.4017651081085205|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/intensityHistogram|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage|||(1000,)|int32
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/intensityRMS|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||114809.40577509318|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/intensitySigma|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||2.2521374225616455|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/pixelSize|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||0.0048|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/verProjAmp|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||7.914351940155029|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/verProjAvg|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||3.401765047805384|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/verProjSigma|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||0.8441494973293446|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/verProjection|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage|||(2048,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/width|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||2592|(1,)|int32
/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings/delayTime|/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings||800.0|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings/exposureTime|/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings||2500.0|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings/gain|/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings||136|(1,)|int64
/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings/triggerMode|/AwakeEventData/BOVWA.01TCV4.CAM8/PublishedSettings||b'On'|(1,)|"|S2"
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/beamIntensity|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||1.541962114281405e+18|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/beamSize|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||1.5419621144728852e+18|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/cogX|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||-0.09039275512695312|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/cogY|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||0.09010663146972657|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/height|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||960|(1,)|int32
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/horProjAmp|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||252.3333282470703|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/horProjAvg|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||30.832040986791252|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/horProjSigma|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||40.282999499134554|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/horProjection|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage|||(1280,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/imageRawData|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage|||(960, 1280)|int16
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/imageTimeStamp|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||1541962114430907652|(1,)|int64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/intensityAvg|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||30.832040786743164|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/intensityHistogram|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage|||(1000,)|int32
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/intensityRMS|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||13043.542480706688|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/intensitySigma|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||144.40060424804688|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/pixelSize|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||1.0|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/verProjAmp|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||199.80078125|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/verProjAvg|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||30.832041068871817|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/verProjSigma|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||35.81416773764823|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/verProjection|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage|||(960,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage/width|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/ExtractionImage||1280|(1,)|int32
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/delayTime|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings||4500.0|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/exposureTime|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings||100.0|(1,)|float64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/gain|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings||300|(1,)|int64
/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings/triggerMode|/AwakeEventData/BOVWA.02TCC4.AWAKECAM02/PublishedSettings||b'On'|(1,)|"|S2"
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/beamIntensity|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||1.5419621142837983e+18|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/beamSize|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||1.5419621133937004e+18|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/cogX|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||-0.02970502247619629|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/cogY|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||0.020610708190917967|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/height|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||1200|(1,)|int32
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/horProjAmp|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||29.040000915527344|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/horProjAvg|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||0.31862890717651077|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/horProjSigma|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||1.9580137730505152|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/horProjection|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage|||(1920,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/imageRawData|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage|||(1200, 1920)|int16
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/imageTimeStamp|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||1541962114433296511|(1,)|int64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/intensityAvg|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||0.3186289072036743|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/intensityHistogram|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage|||(1000,)|int32
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/intensityRMS|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||72715.34672213288|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/intensitySigma|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||17.91600799560547|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/pixelSize|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||0.0275|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/verProjAmp|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||24.501562118530273|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/verProjAvg|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||0.3186289028233538|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/verProjSigma|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||1.7046096295186919|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/verProjection|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage|||(1200,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage/width|/AwakeEventData/BOVWA.02TSG40.CAM7/ExtractionImage||1920|(1,)|int32
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings/delayTime|/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings||650.0|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings/exposureTime|/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings||40.0|(1,)|float64
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings/gain|/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings||0|(1,)|int64
/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings/triggerMode|/AwakeEventData/BOVWA.02TSG40.CAM7/PublishedSettings||b'On'|(1,)|"|S2"
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/beamIntensity|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||1.5419621142837983e+18|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/beamSize|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||1.541962114482431e+18|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/cogX|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||-0.000521149121118164|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/cogY|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||-0.0002559603864013672|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/height|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||1200|(1,)|int32
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/horProjAmp|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||23.030000686645508|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/horProjAvg|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||14.48958203246196|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/horProjSigma|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||1.6929992663582825|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/horProjection|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage|||(1920,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/imageRawData|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage|||(1200, 1920)|int16
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/imageTimeStamp|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||1541962114433296511|(1,)|int64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/intensityAvg|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||14.489582061767578|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/intensityHistogram|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage|||(1000,)|int32
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/intensityRMS|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||49251.928867466704|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/intensitySigma|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||51.67728805541992|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/pixelSize|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||0.00586|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/verProjAmp|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||21.632291793823242|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/verProjAvg|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||14.48958203236262|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/verProjSigma|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||1.3689667261513103|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/verProjection|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage|||(1200,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage/width|/AwakeEventData/BOVWA.03TT41.CAM3/ExtractionImage||1920|(1,)|int32
/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings/delayTime|/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings||650.0|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings/exposureTime|/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings||40.0|(1,)|float64
/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings/gain|/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings||0|(1,)|int64
/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings/triggerMode|/AwakeEventData/BOVWA.03TT41.CAM3/PublishedSettings||b'On'|(1,)|"|S2"
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/beamIntensity|/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage||1.541962114281405e+18|(1,)|float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/beamSize|/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage||1.5419621144709734e+18|(1,)|float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/cogX|/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage||-1.0055556335449218|(1,)|float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/cogY|/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage||-0.06393707275390625|(1,)|float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/height|/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage||1200|(1,)|int32
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/horProjAmp|/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage||127.08000183105469|(1,)|float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/horProjAvg|/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage||37.61877184420824|(1,)|float64
/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage/horProjSigma|/AwakeEventData/BOVWA.04TCC4.AWAKECAM04/ExtractionImage||28.85494088474485|(1,)|float64
